Parcel_ID,Cluster,Patch_ID,Parcel_Size,Crop_Label,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,NDVI_Peak_Value,NDVI_Peak_Timestep,NDVI_Slope,EVI_Min,EVI_Max,EVI_Mean,EVI_Std,EVI_Peak_Value,EVI_Peak_Timestep,EVI_Slope,NDVI_Range,EVI_Range,NDVI_CV,EVI_CV
10000_10565346,4,10000,61,,-0.8305328125706907,0.7657836560950555,0.1161317195246097,0.4049018112079476,0.7657836560950555,36,0.0124809033545991,-1.0,1.9997470664710064,0.2240200645023801,0.7195226957609384,1.9997470664710064,8,-0.0137859832046607,1.596316468665746,2.999747066471006,3.486573504635045,3.2118670496794857
10000_10569037,4,10000,126,,-0.9607278700306854,0.9831473529263274,-0.160702828509196,0.5036370482198076,0.9831473529263274,32,0.0055426193869779,-1.0,1.9717509929911012,0.513602319066324,0.8268147303298038,1.9717509929911012,8,-0.0036838829339316,1.9438752229570129,2.971750992991101,-3.13396524648376,1.6098344644053064
10000_12855219,3,10000,51,,-0.9230566832033368,0.9166590033761324,0.0653975360043318,0.4447271530401134,0.9166590033761324,32,-0.0032743299827687,-1.0,2.0,0.3639259439093058,0.810644620381225,2.0,8,0.0321188049617718,1.8397156865794693,3.0,6.800364542893628,2.227498785599793
10000_12855429,1,10000,111,,-0.9243538277522174,0.9018257910022562,0.1321093807523554,0.4581718852022656,0.9018257910022562,15,-3.250153331906127e-05,-1.0,2.0,0.0956592862573506,0.6863023190196864,2.0,8,0.0177208204671203,1.8261796187544737,3.0,3.468125033300079,7.17444457434998
10000_12855430,2,10000,126,,-0.9157510688688116,0.9452909680469944,0.1676256593097648,0.4802214393673857,0.9452909680469944,17,-0.0059283806227463,-1.0,2.0,0.3358942974929889,0.8972106038546167,2.0,8,0.0133467379238456,1.8610420369158065,3.0,2.8648442768032,2.6711098814121588
10000_12856397,4,10000,29,,-1.0,0.8620689655172413,-0.068493078216142,0.4888929172459135,0.8620689655172413,21,-0.0040167655427142,-1.0,2.0,0.2421977764281817,0.7971794043159699,2.0,8,-0.0116923966938064,1.862068965517241,3.0,-7.137845186072337,3.291439678588291
10000_12856458,4,10000,135,,-0.9258141080866504,1.0,-0.0881948330541838,0.5455606270801686,1.0,18,-0.0105455510521915,-1.0,2.0,0.2404771188104526,0.7883565735329997,2.0,8,-0.0210998567554978,1.9258141080866504,3.0,-6.1858577202994685,3.278301672315762
10000_12856470,1,10000,100,,-0.8063188775896758,0.9931639016705242,0.0393480440659516,0.5172374450065155,0.9931639016705242,19,-0.0120195007858735,-1.0,2.0,0.0712387657516223,0.7608386650257587,2.0,8,-0.0006619334233249,1.7994827792602,3.0,13.145184870885082,10.680119878511984
10000_12857818,2,10000,151,,-0.8308164892604994,0.8974484624265167,-0.0668494571584832,0.4262907808441157,0.8974484624265167,2,-0.0123649843814995,-1.0,1.955901489823703,0.441179789356556,0.7351237732425009,1.955901489823703,8,-0.0318538786588288,1.728264951687016,2.9559014898237037,-6.376878178715332,1.666267980344184
10000_12857821,4,10000,91,,-0.8657204334474922,0.962382801399216,0.1529753267738852,0.4086175344348957,0.962382801399216,19,-0.0071342257587462,-1.0,1.947781892737644,0.3958943326780789,0.9256035801646368,1.947781892737644,24,-0.0275178589582565,1.828103234846708,2.947781892737644,2.6711334196235725,2.3380065850480984
10000_12864483,0,10000,90,,-0.9371746249730804,0.913215082756638,0.1203025116074257,0.5426826692156818,0.913215082756638,35,0.0042447424091741,-1.0,1.78408074273571,0.5106640376231808,0.8670211065078692,1.78408074273571,18,-0.0125858181664664,1.8503897077297184,2.7840807427357097,4.510983327403373,1.6978307177552556
10000_15368703,0,10000,149,,-0.9889973990405808,0.9751367819873452,0.0377193205487815,0.554599218603921,0.9751367819873452,32,0.0129140437952428,-1.0,1.9968451453060687,0.5364791630148592,0.8446426033650813,1.9968451453060687,8,-0.0001061335685361,1.9641341810279265,2.996845145306069,14.70331552906728,1.574418254894094
10000_15374476,3,10000,38,,-0.9239651454327348,1.0,0.1239299084000279,0.5147119571380877,1.0,42,0.0051387342168698,-1.0,2.0,0.4864891578581071,0.8265181280468418,2.0,8,0.0164137869334443,1.923965145432735,3.0,4.153250189971655,1.698944565787146
10000_15374477,2,10000,42,,-0.9060755908799466,0.9928961583117624,0.0468012148632264,0.4725534795570054,0.9928961583117624,42,0.0044446903451966,-1.0,2.0,0.4893229231868959,0.7591248088297199,2.0,0,0.0080860629510937,1.898971749191709,3.0,10.097032309261392,1.5513779497021318
10000_15374490,3,10000,34,,-0.937960103606812,0.9536946779970352,0.1516265008196061,0.4914965309784302,0.9536946779970352,42,0.0136194278154644,-1.0,2.0,0.4528176349479061,0.7251613840213965,2.0,8,0.0149201092752482,1.8916547816038471,3.0,3.2414946985304964,1.6014424175206818
10000_15374491,3,10000,10,,-1.0,1.0,-0.1268931287896254,0.5309190885459882,1.0,17,0.0079083193792887,-1.0,2.0,0.4916083268635758,0.5665368458459742,2.0,8,-0.0016749234515916,2.0,3.0,-4.183986441583113,1.152415049468926
10000_15374492,4,10000,91,,-0.9225427314453776,0.9985268171341084,0.1208264444616284,0.5161029407769406,0.9985268171341084,34,0.0118754212078978,-1.0,2.0,0.4365203353244924,0.8537394590486778,2.0,8,0.0245361786074323,1.9210695485794864,3.0,4.2714399183238685,1.955783890013284
10000_15380073,0,10000,103,,-0.9406296073774364,0.9611650485436892,0.0160299715665466,0.4828403875255709,0.9611650485436892,32,0.0156000184984506,-1.0,1.9972695332771355,0.6305346305870396,0.8519263029860951,1.9972695332771355,8,0.0050376211922952,1.9017946559211256,2.9972695332771355,30.121081894019262,1.3511173663558524
10000_15380093,0,10000,43,,-0.9936280438698616,0.9965938256765056,0.0449604987172609,0.5259303315109256,0.9965938256765056,6,0.0002082021796853,-1.0,2.0,0.4296078611386387,0.9098169601260572,2.0,8,-0.0056348475992677,1.9902218695463676,3.0,11.697606333111043,2.1177846618933347
10000_15380801,2,10000,179,,-0.5869077727713424,0.9538385956108512,0.1436999848477794,0.4382816294896423,0.9538385956108512,35,0.0074066457044964,-1.0,2.0,-0.0098578970009662,0.6578375754178127,2.0,8,-0.0028688611340026,1.5407463683821936,3.0,3.049976654166978,-66.73210753514726
10000_15380802,3,10000,27,,-0.8167021676262206,0.8562006752051914,0.1590585875747919,0.479982042687727,0.8562006752051914,35,0.0004142152833306,-1.0,2.0,-0.0104354198096723,0.6848420276603725,2.0,8,0.0003084034290323,1.672902842831412,3.0,3.017642868767478,-65.62674970614044
10000_15381566,4,10000,13,,-1.0,0.9133383935255484,0.110035235397899,0.4172219100291811,0.9133383935255484,20,-0.008476894109091,-1.0,2.0,0.0678209452883564,0.731891692709131,2.0,8,0.0083055974377307,1.9133383935255488,3.0,3.791711542246875,10.79152733247894
10000_15389151,3,10000,122,,-0.9918026763111746,0.6525673936149693,0.0136367761513922,0.40315709522996,0.6525673936149693,15,0.0004056483601912,-1.0,2.0,0.0270847595136867,0.6651395602113288,2.0,8,-0.0147705465413113,1.644370069926144,3.0,29.5639376282806,24.557696895859277
10000_15389152,3,10000,176,,-0.9169843226980684,0.8192982285517925,-0.0829088301171972,0.446717155044994,0.8192982285517925,32,-0.0029465405522142,-1.0,1.9928509817920863,0.5551002499322898,0.7781863435314758,1.9928509817920863,8,0.0069486320135309,1.736282551249861,2.9928509817920865,-5.388053459372946,1.4018843075778735
10000_15390916,2,10000,151,,-0.7835425512195806,0.8112688406100147,0.2128981530234075,0.3929308713769668,0.8112688406100147,19,-0.0068149456241135,-1.0,1.9933368559849391,0.6285775263777554,0.9134829638370724,1.9933368559849391,8,0.0003710641121538,1.5948113918295954,2.993336855984939,1.8456282844195573,1.453254230339052
10000_15390917,4,10000,281,,-0.4323255403179278,0.678364068349686,0.1192052362542435,0.3376183423492603,0.678364068349686,27,0.0095542398234508,-1.0,1.971020613107576,0.5038700873709104,0.7009302517436738,1.971020613107576,8,-0.0165495000792317,1.110689608667614,2.971020613107576,2.832243990580587,1.3910931714364123
10000_15390918,4,10000,51,,-0.9849966278109398,0.8841199913088907,0.0840330701539468,0.5679680482203076,0.8841199913088907,23,0.0034838647164167,-0.9998875169851495,2.0,0.4315828019366888,0.8681363481400887,2.0,8,0.0084564606599747,1.8691166191198303,2.999887516985149,6.758862666699849,2.0115174287048303
10000_15390919,4,10000,101,,-0.9459614473187696,0.9432985334865064,0.0429033298557707,0.5061309610522954,0.9432985334865064,23,0.0011682534590481,-0.9996794856372984,1.999945377267778,0.1276448922127104,0.7966383878474509,1.999945377267778,8,-0.0077948169813995,1.889259980805276,2.999624862905076,11.79700607816942,6.241051338814252
10000_15390920,4,10000,51,,-0.9291326453537622,0.9164180674870211,0.0917190636844005,0.4290791121197272,0.9164180674870211,19,-0.0013827123875995,-1.0,2.0,0.1780534905641373,0.7671193379789356,2.0,8,0.0055705894527638,1.8455507128407835,3.0,4.678188460517612,4.308364258767318
10000_15390921,1,10000,149,,-0.9949605191338876,0.9023105859800368,0.1428696309030644,0.5229999971882155,0.9023105859800368,19,0.0085190489176029,-1.0,2.0,0.2354355121486108,0.7734907372085768,2.0,8,-0.0029048703168795,1.897271105113924,3.0,3.660679720914716,3.285361232449606
10000_15390922,1,10000,59,,-0.7893389476811374,1.0,0.084652905760104,0.4899185837673826,1.0,22,0.0101163198788523,-0.8983050847457628,2.0,0.6506315744112242,0.8266577912069946,2.0,8,-0.0383811317259384,1.7893389476811374,2.898305084745763,5.787379907335404,1.270546667289541
10000_15392885,3,10000,160,,-0.7427349610081455,0.9550726810158118,0.1388939290005854,0.4241021360942452,0.9550726810158118,23,-0.0043729993275933,-1.0,1.999675151856502,0.0437734172046395,0.6878154455556721,1.999675151856502,8,0.0112693552799077,1.6978076420239572,2.999675151856502,3.053424354913411,15.713081873625145
10000_15392886,3,10000,198,,-0.6532311899518641,0.9537527512280064,0.0882414883103707,0.4225563465760135,0.9537527512280064,23,0.0094289697549737,-1.0,1.9728868769675965,0.2903150454764225,0.6534932893209175,1.9728868769675965,8,-0.0213621406848649,1.6069839411798703,2.972886876967596,4.788635218882629,2.250979675334096
10000_15392902,0,10000,238,,-0.942612146901268,0.8377542665887003,-0.0174296048656034,0.4067428603031347,0.8377542665887003,2,-0.0091410971378436,-1.0,1.9750971589287132,0.3246140777619015,0.7660862795679909,1.9750971589287132,8,-0.0320271997860638,1.7803664134899684,2.9750971589287136,-23.33633474785031,2.359990858221474
10000_15393208,3,10000,79,,-0.9123787629240196,0.824975516348677,0.0214693254313192,0.4127826692840233,0.824975516348677,19,-0.0104207672366887,-1.0,1.9943854271707795,0.3025712957484387,0.7178465650369028,1.9943854271707795,8,0.0218258203956656,1.7373542792726966,2.994385427170779,19.22661605453608,2.372487249778169
10000_15400236,4,10000,56,,-0.9185341624822714,0.8822528407368606,-0.1224797146808507,0.3626202763291557,0.8822528407368606,10,-0.0061927822971411,-1.0,1.9883204912755497,0.8207460700709491,0.7350949324422416,1.9883204912755497,8,-0.025062785401563,1.800787003219132,2.98832049127555,-2.9606560309240355,0.8956423311564236
10000_15401717,4,10000,188,,-0.8984752748350721,0.9680851063829788,-0.2315194791299733,0.4330960705225542,0.9680851063829788,19,-0.0053023726359803,-0.997502843609006,1.9837993378435468,0.5199408723177349,0.7589288845061862,1.9837993378435468,8,-0.0187912231919704,1.866560381218051,2.981302181452553,-1.8706680356087773,1.4596445679037913
10000_15401718,4,10000,195,,-0.9714192912979184,0.994436494683226,-0.1575003072989427,0.5094214757103944,0.994436494683226,19,-0.0025146951270061,-0.7785569105024247,2.0,0.3585427374382184,0.7503025365040152,2.0,8,-0.0217281754688575,1.9658557859811443,2.7785569105024246,-3.234415962679037,2.0926445782683194
10000_5391193,1,10000,56,,-0.930774833718954,0.9999940351797648,-0.0493558901341258,0.4574178188032413,0.9999940351797648,6,-0.0080009314457462,-1.0,2.0,0.2414256811645247,0.6762356851978457,2.0,8,-0.00411605172385,1.9307688688987183,3.0,-9.267747177442628,2.80100962716934
10000_5391203,4,10000,48,,-0.8883875177026344,0.940832585662734,-0.0065105803576495,0.4308060944983833,0.940832585662734,23,0.003146709585836,-1.0,1.995088887879442,0.2341356654294602,0.803180215543534,1.995088887879442,8,-0.0306734783585009,1.8292201033653688,2.995088887879442,-66.17025403806811,3.430405101957707
10000_5391480,4,10000,146,,-0.9762907639831956,0.8975740293585067,0.0894636933313539,0.5364482220865622,0.8975740293585067,39,0.00662446994083,-1.0,1.995390365369088,0.597728660833171,0.9361810151507328,1.995390365369088,8,-0.0418981931077924,1.8738647933417023,2.9953903653690874,5.9962666658194985,1.5662307344999773
10000_5391481,1,10000,222,,-0.9107742464196348,0.9723798878702976,0.0634874964873972,0.5514521636744392,0.9723798878702976,22,-0.0113472048837567,-1.0,2.0,0.1623643898448829,0.8054758374324448,2.0,8,0.0126540480681404,1.8831541342899325,3.0,8.685994996258144,4.960914080931332
10000_5391486,1,10000,150,,-0.9253431509522804,0.907898376809178,0.0545681829032444,0.4966510077794047,0.907898376809178,19,-0.0117227437695614,-1.0,1.946659338395071,0.3834277722905566,0.8498529415343955,1.946659338395071,8,-0.0192226914501839,1.8332415277614584,2.946659338395071,9.101474345320964,2.216461562741919
10000_5391487,1,10000,101,,-0.8465533891946708,0.8839953098314378,0.0553596556007823,0.4571127957873537,0.8839953098314378,24,-0.0097604783740099,-1.0,1.96195685702862,0.5369510203630014,0.825221458015996,1.96195685702862,8,-0.0210843752632933,1.7305486990261087,2.9619568570286194,8.257145176485565,1.5368653961947176
10000_5391491,1,10000,101,,-0.9834683660800771,0.8220105079656865,0.1128417295388707,0.5265517815219976,0.8220105079656865,19,-0.007032889837954,-1.0,1.9965365446017456,0.4997789152663103,0.954602731312344,1.9965365446017456,8,-0.0445525367984088,1.805478874045764,2.996536544601746,4.666285575477288,1.910049990210528
10000_5391582,1,10000,52,,-0.6651386952816035,0.9123790033621416,0.0998229834974862,0.3553781493613612,0.9123790033621416,23,-0.005364892146273,-1.0,2.0,-0.0018076334942639,0.6705932643418949,2.0,8,0.0033578044585145,1.5775176986437454,3.0,3.560083072146204,-370.98060877713147
10000_5404595,0,10000,148,,-0.9878364062950484,0.8591139629474529,0.0203239916559594,0.5190220758618699,0.8591139629474529,9,-0.0023563037931714,-1.0,2.0,0.460358194477442,0.9019686886919782,2.0,8,-0.0178387886759345,1.846950369242501,3.0,25.53739586562573,1.959275798539995
10000_5404600,4,10000,38,,-0.9567782836176388,0.8518722707400908,-0.0732815718889124,0.4388362778892537,0.8518722707400908,23,0.0111219585568704,-1.0,2.0,0.2786023285933613,0.6897781782457909,2.0,8,-0.0221779080696413,1.8086505543577296,3.0,-5.988358689113178,2.4758520755009457
10000_5404609,4,10000,62,,-0.6220971603472558,0.6542008895095458,0.0717056432676929,0.3256784186316712,0.6542008895095458,23,0.0047429124890326,-1.0,1.999077350852996,0.3835754618063141,0.7204120397611804,1.999077350852996,8,0.0158758884656668,1.2762980498568015,2.999077350852996,4.541879249267034,1.8781493935695437
10000_5404614,1,10000,59,,-0.7816601670384191,0.7189878023349553,-0.0199000568474299,0.4390670818124589,0.7189878023349553,15,-0.0043203590069347,-1.0,2.0,0.0612475431706344,0.671021982291215,2.0,8,-0.0072370726933582,1.5006479693733743,3.0,-22.06362051198705,10.95589860417381
10000_5404681,4,10000,83,,-0.8135128588456152,0.9663662026144236,-0.0401352863855099,0.4372528640296084,0.9663662026144236,19,-0.0036151827927221,-1.0,1.9622430624233105,0.3110112040787851,0.7093453517780376,1.9622430624233105,8,-0.0252132610030948,1.7798790614600386,2.9622430624233105,-10.894477462411857,2.280770980812116
10000_5404707,2,10000,65,,-0.8851257346400065,0.9384615384615383,0.0474271287909211,0.4976747290996358,0.9384615384615383,2,-0.0163049098330326,-1.0,1.9947877762919488,0.3452273747905345,0.8100335062314828,1.9947877762919488,24,-0.0268271764280079,1.823587273101545,2.9947877762919486,10.493458846286227,2.346376741587194
10000_5404710,4,10000,47,,-0.9375017982669304,0.9485702060033164,0.0965911610117809,0.4367084015335697,0.9485702060033164,18,-0.0045494871975953,-1.0,2.0,0.4699609050547442,0.8316759765185194,2.0,8,0.0069219273254752,1.8860720042702468,3.0,4.5212041324181245,1.7696705191359163
10000_5408261,4,10000,111,,-0.9296359474547048,0.8378378378378378,-0.0388436810623518,0.5020920680724104,0.8378378378378378,38,-0.0057082151566899,-1.0,2.0,0.1010069695750838,0.6903123498170134,2.0,8,0.003504875345218,1.7674737852925426,3.0,-12.925968487027216,6.834303458246348
10000_5412186,4,10000,218,,-0.8415650883205219,0.9677540368229428,-0.0529875617737413,0.4917739598236833,0.9677540368229428,19,-0.0016849796381174,-1.0,2.0,0.2114676508091307,0.746730375185558,2.0,8,0.0064619191292941,1.8093191251434648,3.0,-9.280933792215473,3.5311800032608858
10000_5412190,0,10000,111,,-0.7799910244773725,0.8032648364466684,-0.01550657066556,0.4022857449905581,0.8032648364466684,30,0.0055900379590665,-1.0,1.9564876023843865,0.351647171879774,0.7678678717770852,1.9564876023843865,8,-0.0282644725197903,1.5832558609240408,2.956487602384386,-25.942938196735803,2.1836315242805338
10000_5412192,4,10000,103,,-0.83711016502213,0.7110160193869778,-0.1171684575460864,0.3592437178342141,0.7110160193869778,19,0.0061918505793552,-1.0,1.995467119026084,0.5110163729182348,0.6311166853354366,1.995467119026084,8,-0.020378913525273,1.548126184409108,2.995467119026084,-3.066044872642962,1.235022411084653
10000_5412193,4,10000,31,,-0.814474809927903,0.9232057254073126,0.0239414854878717,0.48391817804565,0.9232057254073126,18,0.0133428528165485,-1.0,1.9930596867070645,0.4054055363959961,0.7920769739832308,1.9930596867070645,8,-0.0133134633206688,1.7376805353352156,2.993059686707064,20.212529258700343,1.9537891896761028
10000_5412199,4,10000,70,,-0.8187365943757785,0.8482475966624221,-0.0159912452755184,0.4382269900349495,0.8482475966624221,34,0.0129866795963933,-1.0,2.0,0.2472270336914368,0.5936733574837072,2.0,8,-0.008458098204378,1.6669841910382006,3.0,-27.40419876792427,2.401328546502658
10000_5412205,4,10000,10,,-1.0,1.0,0.0425315922869435,0.6127841975407761,1.0,22,0.0155859989770543,-1.0,2.0,0.6045245176384052,0.9241005451667024,2.0,8,-0.0330426431873271,2.0,3.0,14.407738354331627,1.528640283259856
10000_5412208,1,10000,41,,-0.8496467145539536,0.8747455070022156,-0.047881365820798,0.4801214484764001,0.8747455070022156,34,0.0063972847089119,-1.0,1.983780915355125,0.2729853498335882,0.7133803638357789,1.983780915355125,8,-0.0184200553674529,1.7243922215561691,2.983780915355125,-10.02731523044824,2.6132550268287478
10000_5412275,0,10000,104,,-0.984088037633784,0.9456217633231744,0.1556505636491118,0.5575173085857589,0.9456217633231744,38,0.0047284512641598,-1.0,2.0,0.152233141351456,0.8587393031415077,2.0,8,-0.006138669605948,1.9297098009569584,3.0,3.5818519361360543,5.640948082057125
10000_5437930,4,10000,1388,,-0.6014617958928352,0.7181595585857512,-0.0663148895085924,0.3879578392902527,0.7181595585857512,24,0.0004239081555452,-0.9978386167146974,1.9971166508609897,0.8375017799574646,0.5932970784409657,1.9971166508609897,8,-0.0113184242720231,1.3196213544785864,2.994955267575687,-5.850238169248044,0.7084129079546186
10000_5437933,3,10000,483,,-0.857042603205098,0.9880777304967848,-0.0101840925410787,0.527328560543519,0.9880777304967848,18,0.0027020675343087,-1.0,1.9433890062143069,0.8656133196719654,0.7108373353931638,1.9433890062143069,18,-0.0138886580620861,1.8451203337018829,2.943389006214307,-51.77968250124384,0.8211949966881219
10000_5437937,4,10000,624,,-0.7782055664676818,0.8457669210494095,-0.0710019732947683,0.4224930520264259,0.8457669210494095,24,-0.001378899588737,-1.0,1.9980385256949995,0.7692121724469986,0.5154588308817739,1.9980385256949995,8,-0.0200387786051187,1.6239724875170911,2.998038525695,-5.950441824720029,0.6701126719574424
10000_5437939,4,10000,24,,-0.9415058860243408,1.0,-0.1635807722913942,0.5339119281683873,1.0,22,0.002431793275451,-1.0,2.0,0.832385807777141,0.773999863577549,2.0,8,-0.0076780886623158,1.9415058860243408,3.0,-3.263904145508897,0.929857101175138
10000_5449560,4,10000,22,,-1.0,1.0,-0.0788789280575645,0.5269474499705828,1.0,18,-0.0032490959240368,-0.9841342489053724,2.0,0.4524300036219645,0.8662077568832852,2.0,8,-0.033343767138754,2.0,2.9841342489053724,-6.68045991181098,1.9145674044672456
10000_5449572,1,10000,62,,-0.9507533729956532,0.8509667364164867,-0.0829104964358708,0.4621950651078182,0.8509667364164867,35,-0.0027292652431364,-1.0,1.9864863700349704,0.3745261116545622,0.7804955090452409,1.9864863700349704,8,-0.0151741487178462,1.80172010941214,2.986486370034971,-5.574627347836323,2.083954800261216
10000_5449573,1,10000,182,,-0.8044835420353231,0.641926761925011,-0.0858678788741502,0.4363271332803462,0.641926761925011,2,0.0022781811558552,-1.0,1.999378724439018,0.4313129081966439,0.7463520796190518,1.999378724439018,8,-0.0026179661221854,1.446410303960334,2.999378724439018,-5.081378389858918,1.730419025564116
10000_5449575,4,10000,72,,-1.0,1.0,0.1231128866905912,0.5666111390433224,1.0,22,0.0153498451227198,-1.0,1.9645760758288808,0.5574301184654042,0.9250948996433676,1.9645760758288808,22,-0.0011514363687591,2.0,2.9645760758288806,4.602370298112114,1.659571042903867
10000_5449649,1,10000,129,,-0.865188098921219,0.996228033647854,0.1883784463836348,0.481883353881516,0.996228033647854,18,0.0090199306432264,-1.0,1.943034809534218,0.3672038624478589,0.8560737395270205,1.943034809534218,8,-0.0300582391282541,1.861416132569073,2.9430348095342183,2.558059786306748,2.331330913860606
10000_5451155,2,10000,58,,-0.8973007687549257,0.903628741802314,0.0353753999763343,0.519571502095751,0.903628741802314,35,0.0137508618286408,-1.0,1.9972275778368216,0.3620776534939503,0.643936852768594,1.9972275778368216,8,-0.0144824674903039,1.8009295105572396,2.9972275778368216,14.687363409875315,1.778449536364049
10000_5451171,1,10000,37,,-0.8244354568354952,0.9965228568712358,0.0973655461459531,0.4866495616673244,0.9965228568712358,6,-0.0086596285708782,-1.0,2.0,0.0259022944803569,0.750471491197665,2.0,8,-0.0029322578914286,1.820958313706731,3.0,4.998169588204536,28.973155333217044
10000_5451174,2,10000,19,,-0.997015256769708,1.0,-0.0183039168695572,0.5419496671499446,1.0,18,-0.0066105536669222,-0.9973975386017144,1.981211911486623,0.6737382218307183,0.8453799415967093,1.981211911486623,8,-0.0190847065994115,1.997015256769708,2.9786094500883373,-29.60841480521873,1.254760234252399
10000_5456366,1,10000,351,,-0.6945156697216227,0.9843611495105874,0.1092175801534937,0.4713784584871968,0.9843611495105874,23,-0.0068380840526621,-1.0,2.0,-0.066277159513651,0.6343839511172118,2.0,8,-0.0020866268185728,1.67887681923221,3.0,4.315957327246685,-9.571684295000464
10000_5464030,4,10000,134,,-0.7109245955546676,0.998639600950306,0.0240526881109454,0.4108525125896332,0.998639600950306,19,-0.006971842794823,-0.8205710226340243,2.0,0.1883833169686838,0.7153898737044113,2.0,8,-0.0025499887150723,1.7095641965049737,2.820571022634024,17.081348241870238,3.7975222394460384
10000_5464031,0,10000,51,,-0.9425553202238224,0.9607843137254902,0.1062903595114607,0.5541256496368674,0.9607843137254902,5,-0.0208755679864749,-1.0,1.9912422878878877,0.3874786261135201,0.9006897356965438,1.9912422878878877,5,-0.0292701206349037,1.9033396339493127,2.9912422878878875,5.213319439792889,2.324488763382216
10000_5464096,1,10000,35,,-0.9003417698635768,1.0,0.1111471948258987,0.4660738210745783,1.0,2,-0.0140809579144923,-1.0,1.99852641581034,0.3632555135234708,0.8429099941780764,1.99852641581034,8,-0.0094844012153423,1.900341769863577,2.99852641581034,4.193302222981112,2.3204326970780773
10000_5464097,0,10000,40,,-0.8968242214314845,1.0,0.0632068033579858,0.5228773346928282,1.0,6,-0.01833991542944,-1.0,2.0,0.0317581671300413,0.7615094683589727,2.0,8,0.0127131817261301,1.8968242214314843,3.0,8.272483723097952,23.978374616426933
10000_5485209,0,10000,235,,-0.6691438151607646,0.8386346484637303,0.1517911487162949,0.4033116181106299,0.8386346484637303,34,0.0087011196620601,-1.0,1.9656948463913917,0.6896464656404047,0.8446136472831289,1.9656948463913917,30,0.0159053704120261,1.5077784636244949,2.965694846391392,2.657016531934109,1.224705232487155
