patch_id,ndvi_mean_temporal,ndvi_std_temporal,ndvi_trend,ndvi_peak_time,ndvi_peak_value,evi_mean_temporal,evi_std_temporal,savi_mean_temporal,ndwi_mean_temporal,vegetation_amplitude,ndvi_spatial_variance,evi_spatial_variance,ndvi_spatial_cv,ndvi_texture_entropy,ndvi_texture_contrast,ndvi_max,ndvi_min,evi_max,evi_min,ndvi_range,early_growth_rate,late_growth_rate,growing_season_length,senescence_rate,greenup_rate,healthy_coverage,moderate_coverage,stressed_coverage,bare_coverage,n_healthy_regions,n_stressed_regions,total_regions,fragmentation_index,diversity_index,stress_score,vegetation_vigor,temporal_stability,health_score,stress_indicator
patch_10000,0.056271575218023256,0.23888325479477357,0.0012455153630889482,40,0.99200439453125,0.4243518918059593,0.5699780673551456,0.28487378497456395,0.02809746320857558,1.20111083984375,0.0012820451371794845,0.02781085100018894,0.636289662498616,0.03588579106100184,0.011138795554111288,1,-1,1,-1,2,-0.040534125434027776,0.0,2,0.0,-0.040534125434027776,0.0,0.006103515625,9.942626953125,90.05126953125,0,85,85,0.0,1.5716738213541521,9942626.953125,0.0,4.1861277163666735,Stressed,Moderate Stress
patch_10001,0.02385197129360465,0.0963294797892695,0.0011606449736673208,27,0.1915283203125,0.6249531590661337,0.5547684191793492,0.3650881745094477,0.00017600835755813952,0.4605712890625,0.0016828813122181459,0.031198461225237183,1.7198250025701227,0.1481827734496404,0.012160319683752063,1,-1,1,-1,2,0.0,0.0023396809895833335,0,-0.047882080078125,0.0,0.0,0.03662109375,5.389404296875,94.573974609375,0,61,61,0.0,1.5790943384217817,5389404.296875,0.0,10.380930336769614,Stressed,Moderate Stress
patch_10002,0.07059496502543605,0.29115479483389434,0.002129796983539715,42,0.66021728515625,0.525196164153343,0.5903176193237424,0.3884830918422965,0.0036223655523255813,1.5477294921875,0.004071373528744995,0.027559038203284186,0.9038379971657149,0.40584843512187563,0.02094510170845859,1,-1,1,-1,2,-0.022467719184027776,0.07335747612847222,4,0.0,-0.022467719184027776,0.0,0.50048828125,26.446533203125,73.052978515625,0,136,136,0.0,1.5576288033007806,26446533.203125,0.0,3.43458731628716,Stressed,Moderate Stress
patch_10003,0.02081298828125,0.16607919378314479,0.001142579599724403,24,0.42047119140625,0.377369015715843,0.5372033263664667,0.24513422056686046,-0.003233443859011628,1.0855712890625,0.0008225460622908942,0.030618513334419617,1.3779225518847456,0.3955378061679384,0.009316387948057355,1,-1,1,-1,2,0.0,0.024468315972222224,1,-0.1051177978515625,0.0,0.0,0.0,1.08642578125,98.91357421875,0,32,32,0.0,1.4343692181178982,1086425.78125,0.0,6.021187579451683,Stressed,Moderate Stress
patch_10004,0.0257568359375,0.12907917573468786,0.0007442657553656369,42,0.307861328125,0.47545109238735467,0.5822149515034906,0.2073421034702035,-0.00016607240188953488,0.73602294921875,0.0011684323256566371,0.034229642766481994,1.3270656535504928,0.1244942615749478,0.011519350706890523,1,-1,1,-1,2,-8.138020833333333e-05,0.03420681423611111,1,0.0,-8.138020833333333e-05,0.0,0.06103515625,2.935791015625,97.003173828125,0,60,60,0.0,1.5771147223778317,2935791.015625,0.0,7.747123013338669,Stressed,Moderate Stress
patch_10005,0.029661666515261628,0.13178086132809214,0.0010808900345203485,11,0.32684326171875,0.5741861032885175,0.5362186732125528,0.30021915879360467,-4.684093386627907e-05,0.6690673828125,0.0011433243666905978,0.04490657568807986,1.1399204383498036,0.0703023517988135,0.013822221148694691,1,-1,1,-1,2,-0.00020345052083333334,0.029425726996527776,1,-0.0817108154296875,-0.00020345052083333334,0.0,0.0,3.25927734375,96.74072265625,0,74,74,0.0,1.5577658782144872,3259277.34375,0.0,7.588297736289664,Stressed,Moderate Stress
patch_10006,0.053008323492005814,0.20884658972484937,0.0008486946771887285,0,0.494384765625,0.5257554165152616,0.6162595918422424,0.33730866188226744,-0.004018384356831395,0.95477294921875,0.0016489190091275728,0.02474774960821354,0.7660328615854031,0.14991808444073354,0.01591013584235345,1,-1,1,-1,2,-0.054931640625,0.042412651909722224,3,-0.0521697998046875,-0.054931640625,0.0,0.0,10.443115234375,89.556884765625,0,121,121,0.0,1.605523873793177,10443115.234375,0.0,4.788180707842838,Stressed,Moderate Stress
patch_10007,-0.13389835801235464,0.34007186931658573,0.002069766483289604,38,0.20074462890625,0.18049515125363372,0.46777553761368384,-0.09312829305959303,-0.0637618663699128,1.44024658203125,0.015242038108307715,0.047921787955475345,-0.922039472765272,1.514978910617852,0.018778262989724466,1,-1,1,-1,2,0.025763617621527776,0.0,0,0.0,0.025763617621527776,0.0,0.0,0.006103515625,99.993896484375,0,1,1,0.0,1.6048457060358177,6103.515625,-0.0,2.9405462482485336,Stressed,Moderate Stress
patch_10008,0.0240123660065407,0.15341428507363009,3.153145115240931e-05,0,0.29498291015625,0.45493902162063954,0.5692518786616012,0.21579760174418605,-0.0032121525254360465,0.75677490234375,0.002751951427750487,0.07563217269561946,2.1845769238752935,0.40901024161218485,0.014744354559751836,1,-1,1,-1,2,-0.03272840711805555,0.032491048177083336,0,-0.0696258544921875,-0.03272840711805555,0.0,0.08544921875,4.62646484375,95.2880859375,0,93,93,0.0,1.2946415800729065,4626464.84375,0.0,6.518255332381387,Stressed,Moderate Stress
patch_10009,0.03260980650436047,0.18520548692354863,0.0016490736961076707,27,0.287109375,0.42170608875363375,0.5345652930752084,0.3226318359375,0.003400935683139535,1.01177978515625,0.0014489778816667745,0.015998658099050066,1.1672646638471502,0.5639436525916447,0.008555696951119964,1,-1,1,-1,2,-0.00048828125,0.013909233940972222,0,-0.02972412109375,-0.00048828125,0.0,0.0,6.195068359375,93.804931640625,0,21,21,0.0,1.5411169624365537,6195068.359375,0.0,5.399378912752607,Stressed,Moderate Stress
patch_10010,0.08233216751453488,0.27168458210945234,0.0033214849059007867,40,0.7591552734375,0.5871340729469476,0.6079514116742191,0.46135055187136625,-0.009287279705668604,1.11346435546875,0.002484893818169816,0.020117944367370973,0.6054511298149378,0.14101086589099804,0.02225922093898937,1,-1,1,-1,2,-0.013705783420138888,0.0,4,0.0,-0.013705783420138888,0.0,0.1953125,29.156494140625,70.648193359375,0,205,205,0.0,1.5640814192131238,29156494.140625,0.0,3.68072531577011,Stressed,Moderate Stress
patch_10011,0.02877452761627907,0.11872845785456658,0.001500928412748225,42,0.222900390625,0.6746769394985465,0.5418738129510157,0.44654739734738375,0.0003889216933139535,0.5740966796875,0.0013797232884210533,0.03180555454488056,1.2908408540048941,0.04273633762773216,0.013370783511637431,1,-1,1,-1,2,-0.00021023220486111112,0.024766710069444444,0,0.0,-0.00021023220486111112,0.0,0.006103515625,4.718017578125,95.27587890625,0,67,67,0.0,1.5351455243062297,4718017.578125,0.0,8.422509611935686,Stressed,Moderate Stress
patch_10012,0.010472497274709303,0.16956147409727895,0.00022198289083736047,18,0.17315673828125,0.3800971452579942,0.5414775251638485,0.24618743186773256,0.003337061682412791,1.11676025390625,0.0009109244000402382,0.018755393293159856,2.88170449265927,0.8798536870660487,0.008364867098829524,1,-1,1,-1,2,-0.003411187065972222,0.002509223090277778,0,-0.0373687744140625,-0.003411187065972222,0.0,0.0,0.653076171875,99.346923828125,0,16,16,0.0,1.56899631504149,653076.171875,0.0,5.8975313100603515,Stressed,Moderate Stress
patch_10013,0.05300264580305233,0.21215329459834867,0.003200373164263062,42,0.4534912109375,0.5323756018350291,0.5889729331718202,0.3976795285247093,-0.0021461664244186046,1.021240234375,0.002340548467787618,0.021628576105691216,0.9127525948958728,0.19515859494651855,0.017328911902849756,1,-1,1,-1,2,-0.00041368272569444444,0.05038791232638889,2,0.0,-0.00041368272569444444,0.0,0.018310546875,11.85302734375,88.128662109375,0,134,134,0.0,1.58744750456133,11853027.34375,0.0,4.713550587760685,Stressed,Moderate Stress
patch_10014,0.05415521666061047,0.19913625671600574,0.003391949081305685,42,0.4451904296875,0.5516783248546512,0.5525254389916808,0.39318705714026164,-0.0004840229832848837,0.8826904296875,0.0021802684994340913,0.044568713127825316,0.8621973288281083,0.0508851831639143,0.014726311406966577,1,-1,1,-1,2,-0.00047471788194444444,0.04946560329861111,4,0.0,-0.00047471788194444444,0.0,0.018310546875,14.013671875,85.968017578125,0,81,81,0.0,1.5391561577338106,14013671.875,0.0,5.02166202593683,Stressed,Moderate Stress
patch_10015,-0.06621888626453488,0.2328206685347948,0.0005235824654088652,18,0.265869140625,0.33538534474927323,0.5319137341542489,0.013837947401889535,-0.03776372865188953,0.94073486328125,0.012932406527858094,0.09631912841216303,-1.7173719312302338,1.2295641239912993,0.011523238319203911,1,-1,1,-1,2,-0.0009087456597222222,0.026265462239583332,0,-0.0674285888671875,-0.0009087456597222222,0.0,0.0,0.91552734375,99.08447265625,0,23,23,0.0,1.4962654805841715,915527.34375,-0.0,4.295132864106898,Stressed,Moderate Stress
patch_10016,0.033251385356104654,0.15764541325284803,0.00116943801792321,24,0.42974853515625,0.454479128815407,0.5586336377614854,0.28448486328125,-0.0022639784702034884,0.81561279296875,0.0008585616712508296,0.032766677862312285,0.8811765748403015,0.10274372747971895,0.010563518171351765,1,-1,1,-1,2,-0.0020751953125,0.0010782877604166667,1,-0.1074371337890625,-0.0020751953125,0.0,0.0,1.5869140625,98.4130859375,0,41,41,0.0,1.3242612291065767,1586914.0625,0.0,6.343309558182631,Stressed,Moderate Stress
patch_10017,0.04539170376090116,0.18977815269041926,0.0009539623485163084,16,0.41473388671875,0.4309025254360465,0.5625584581550016,0.2553356081940407,0.0011525708575581396,0.9024658203125,0.0011925458920169609,0.02750148419885135,0.7607667071147403,0.082873841267786,0.011799146800096385,1,-1,1,-1,2,0.0,0.015679253472222224,1,-0.05902099609375,0.0,0.0,0.0,4.4677734375,95.5322265625,0,107,107,0.0,1.4959588870087497,4467773.4375,0.0,5.26928266789803,Stressed,Moderate Stress
patch_10018,0.04268344613008721,0.1847646535145139,0.0019730061283647314,34,0.4443359375,0.6407754587572675,0.5738619678843202,0.46880819631177323,-0.0037415970203488374,0.9346923828125,0.001512874421507942,0.022814584131367208,0.9112379318234012,0.04990259908726092,0.016342014111663306,1,-1,1,-1,2,4.7471788194444445e-05,0.01934814453125,2,-0.108734130859375,4.7471788194444445e-05,0.0,0.0732421875,5.517578125,94.4091796875,0,133,133,0.0,1.5824001041202465,5517578.125,0.0,5.412261321184605,Stressed,Moderate Stress
patch_10019,0.03395257994186047,0.15383060001244914,0.0008393209601989576,25,0.34490966796875,0.4894309820130814,0.5818245949315158,0.24976011764171513,-0.0005933184956395349,0.76824951171875,0.0010288412858499843,0.03703378360132194,0.9446884819804556,0.1356855988250458,0.01101777602282665,1,-1,1,-1,2,-0.0013902452256944445,0.014316134982638888,1,-0.07550048828125,-0.0013902452256944445,0.0,0.0,2.734375,97.265625,0,47,47,0.0,1.4563162506241925,2734375.0,0.0,6.500614957648968,Stressed,Moderate Stress
patch_10020,0.06416356286337209,0.24108537727437773,0.00277525620387062,42,0.76220703125,0.6219681140988372,0.5717523784225439,0.492259890534157,0.0008289425872093023,1.08734130859375,0.001941395392606167,0.018064145979976704,0.6866916356325485,0.10677670816703413,0.015252703402691711,1,-1,1,-1,2,-1.3563368055555555e-05,0.0846896701388889,3,0.0,-1.3563368055555555e-05,0.0,0.0,17.5048828125,82.4951171875,0,157,157,0.0,1.53143640978542,17504882.8125,0.0,4.147890939776788,Stressed,Moderate Stress
patch_10021,0.03249767214752907,0.16242389965258128,0.0021023763266620732,42,0.379150390625,0.5605951353561046,0.5598836846083768,0.3839111328125,-0.000716808230377907,0.89886474609375,0.001349689959754423,0.05084236199917698,1.1304500879101993,0.20509319387943245,0.01295866539369192,1,-1,1,-1,2,-3.390842013888889e-05,0.04212782118055555,1,0.0,-3.390842013888889e-05,0.0,0.006103515625,5.0048828125,94.989013671875,0,87,87,0.0,1.5948914707162474,5004882.8125,0.0,6.156691505667849,Stressed,Moderate Stress
patch_10022,0.07649550327034883,0.28633833754017607,0.003025360245677287,40,0.43408203125,0.608253656431686,0.5916568332204877,0.482616335846657,0.004039675690406977,1.31591796875,0.0026120236591753794,0.014389668423591788,0.66810845770748,0.1654942798479491,0.019992241968348253,1,-1,1,-1,2,-0.0054931640625,0.04524061414930555,3,0.0,-0.0054931640625,0.0,0.140380859375,26.239013671875,73.62060546875,0,168,168,0.0,1.4132661820105512,26239013.671875,0.0,3.492359829391904,Stressed,Moderate Stress
patch_10023,0.025518373001453487,0.1305446394669887,0.0008432289798682419,24,0.547119140625,0.4288486214571221,0.532559457874484,0.2534279047056686,0.00043860147165697676,0.72796630859375,0.0004341094847818913,0.026199760984300983,0.8164500831570016,-1.4426951601859516e-10,0.005500112172245782,1,0,1,-1,1,0.0,0.010247124565972222,1,-0.13677978515625,0.0,0.0,0.0,0.0244140625,99.9755859375,0,2,2,0.0,1.4949858260186701,24414.0625,0.0,7.660156280079135,Stressed,Moderate Stress
patch_10024,0.05022341706031977,0.238854943549694,0.0022931227112277255,16,0.523681640625,0.5817047828851745,0.5724983860558345,0.4400322492732558,0.00028104560319767443,1.2708740234375,0.0010493038581828287,0.02442882116934362,0.6449643799884196,0.05457205128800248,0.010005690995381922,1,-1,1,-1,2,6.781684027777777e-06,0.038703070746527776,3,-0.13092041015625,6.781684027777777e-06,0.0,0.0,6.0302734375,93.9697265625,0,41,41,0.0,1.5920399937765535,6030273.4375,0.0,4.186623891952473,Stressed,Moderate Stress
patch_10025,0.04303688226744186,0.19005424869365578,0.0017861585464408413,37,0.34326171875,0.5943404796511628,0.571688113754265,0.45775515534156974,-0.00019588026889534883,0.94036865234375,0.0017516407984666015,0.021784679769760472,0.9724597452214939,0.2996784330163487,0.014581463784515348,1,-1,1,-1,2,-0.001376681857638889,0.0,1,-0.0858154296875,-0.001376681857638889,0.0,0.0,7.940673828125,92.059326171875,0,118,118,0.0,1.6055078890348309,7940673.828125,0.0,5.261627904903954,Stressed,Moderate Stress
patch_10026,0.03567291969476744,0.214683080344244,0.00241676913543397,42,0.45611572265625,0.4979432571765988,0.596048921842005,0.28752952398255816,-0.0017615029978197674,1.16851806640625,0.001648943865215411,0.0322166546200049,1.1382878632104485,0.479502968923364,0.013402755930082416,1,-1,1,-1,2,-0.0005357530381944445,0.050679524739583336,1,0.0,-0.0005357530381944445,0.0,0.0,4.473876953125,95.526123046875,0,74,74,0.0,1.582049831742503,4473876.953125,0.0,4.658007237409076,Stressed,Moderate Stress
patch_10027,0.06205430141715116,0.24187095767087663,0.0035887694870082682,42,0.74237060546875,0.41225983375726744,0.5462808615432664,0.3097747093023256,0.0002640125363372093,1.07989501953125,0.0008936329926588266,0.026034529810985915,0.48172668864605317,0.003281864681265903,0.01115553678025432,1,-1,1,-1,2,-0.0030721028645833335,0.0824856228298611,3,0.0,-0.0030721028645833335,0.0,0.0,8.514404296875,91.485595703125,0,102,102,0.0,1.5791021182287994,8514404.296875,0.0,4.134418928219591,Stressed,Moderate Stress
patch_10028,0.0985008062318314,0.3117366043634622,0.004423269941813274,42,0.913818359375,0.5214020485101745,0.6059825861566415,0.43037308094113375,0.0024201149164244187,1.3394775390625,0.0032412365437553274,0.01396678130229529,0.577977815377078,0.13578201429704534,0.022388027436123156,1,-1,1,-1,2,-0.006910536024305556,0.1015353732638889,5,0.0,-0.006910536024305556,0.0,0.32958984375,40.80810546875,58.8623046875,0,178,178,0.0,1.5665405763569056,40808105.46875,0.0,3.207826024203601,Stressed,Moderate Stress
patch_10029,0.03286104424055233,0.16051587921165816,0.0015229294574429925,42,0.3787841796875,0.3272336028343023,0.5284472670155447,0.20011156658793605,0.0012703829033430232,0.85430908203125,0.00046161131247305883,0.01567792476609696,0.6537980872473823,0.002537402137504022,0.00706794034241954,1,-1,1,-1,2,0.0,0.04208713107638889,2,0.0,0.0,0.0,0.0,0.1708984375,99.8291015625,0,6,6,0.0,1.5539090202718795,170898.4375,0.0,6.229874421377183,Stressed,Moderate Stress
patch_10030,0.0036535928415697676,0.21703009817965907,-0.0002722341248867405,34,0.216552734375,0.45172970793968026,0.5713909843152384,0.250171750090843,-0.0002512377361918605,1.55853271484375,0.0009966857163180138,0.02016135145798769,8.638535413381575,0.904522113681377,0.009145917415718664,1,-1,1,-1,2,-0.019931369357638888,0.00115966796875,0,-0.05413818359375,-0.019931369357638888,0.0,0.0,0.2197265625,99.7802734375,0,9,9,0.0,1.5732694974007673,219726.5625,0.0,4.607634612677473,Stressed,Moderate Stress
patch_10031,0.046155352925145346,0.18905950811738353,0.001834658545261061,24,0.55999755859375,0.47415374046148256,0.5458245796739991,0.3084404523982558,0.0006046738735465116,0.8839111328125,0.0013035958891723402,0.026811259186722385,0.7822399743831435,0.11647972474122027,0.01007895822421317,1,-1,1,-1,2,-0.0020887586805555555,0.044189453125,2,-0.1399993896484375,-0.0020887586805555555,0.0,0.0,6.671142578125,93.328857421875,0,46,46,0.0,1.4916560195111357,6671142.578125,0.0,5.2893119243026785,Stressed,Moderate Stress
patch_10032,0.07303779069767442,0.29610693414258843,0.002890690256554856,40,0.812255859375,0.5878366869549418,0.5632747739486749,0.4818115234375,0.0045293763626453485,1.52044677734375,0.0029318661480868032,0.0206787728615359,0.7413418125915973,0.2381366705841898,0.018955612600944548,1,-1,1,-1,2,-0.01177978515625,0.012403700086805556,3,0.0,-0.01177978515625,0.0,0.238037109375,23.0712890625,76.690673828125,0,141,141,0.0,1.5851069437452323,23071289.0625,0.0,3.3771469275067045,Stressed,Moderate Stress
patch_10033,0.006711028343023256,0.0627223895257022,5.569849731482167e-05,34,0.0670166015625,0.4984897347383721,0.5917989204068976,0.2424472542696221,-0.0026940634084302324,0.3587646484375,0.0006839509523514479,0.06905465760445065,3.896356602808489,0.46756222725667723,0.00587197984399574,1,-1,1,-1,2,-6.781684027777777e-06,0.0015665690104166667,0,-0.016693115234375,-6.781684027777777e-06,0.0,0.0,1.25732421875,98.74267578125,0,29,29,0.0,1.4685321173377277,1257324.21875,0.0,15.943015955638518,Stressed,Moderate Stress
patch_10034,0.06171505950218023,0.1716773380163404,0.003232411551929175,24,0.3717041015625,0.6862338753633721,0.5493653981196409,0.4772551780523256,-0.00015329760174418605,0.6407470703125,0.005627537461520531,0.015139984626780335,1.2155169190630315,0.14998495644084425,0.023565115604690753,1,-1,1,-1,2,-0.0003933376736111111,0.007676866319444444,3,-0.092254638671875,-0.0003933376736111111,0.0,0.48828125,25.28076171875,74.23095703125,0,78,78,0.0,1.555191378787681,25280761.71875,0.0,5.824846696179105,Stressed,Moderate Stress
patch_10035,0.028631165970203487,0.12583708298989027,0.000128218069857105,18,0.3089599609375,0.6502770712209303,0.5525451816581968,0.4362452307412791,-1.419422238372093e-06,0.64141845703125,0.0012678963496370404,0.01977612457770538,1.2436199287454754,0.07583523908020327,0.011467870343156654,1,-1,1,-1,2,-0.008890787760416666,0.004177517361111111,1,-0.077239990234375,-0.008890787760416666,0.0,0.146484375,2.984619140625,96.868896484375,0,55,55,0.0,1.4306070912386042,2984619.140625,0.0,7.946719913719118,Stressed,Moderate Stress
patch_10036,0.034191042877906974,0.15393432964717335,0.0022213036327771067,42,0.36810302734375,0.5991835483284884,0.5455749840668255,0.4432884038880814,-0.0004059547601744186,0.78167724609375,0.0009502029986301585,0.028110052038360887,0.9015361562818553,0.04701233866408509,0.010193871392887046,1,-1,1,-1,2,-0.0006781684027777778,0.040900336371527776,1,0.0,-0.0006781684027777778,0.0,0.0,2.593994140625,97.406005859375,0,58,58,0.0,1.5726961255446363,2593994.140625,0.0,6.496234505048611,Stressed,Moderate Stress
patch_10037,0.0468849359556686,0.22725036645330535,0.0028226778104707795,34,0.50482177734375,0.5178776230922965,0.5873285707988174,0.3886463253997093,0.0007125499636627907,1.26080322265625,0.0011257265546858277,0.02876870955298758,0.7156058222630792,0.08686667058209001,0.011022159221703808,1,-1,1,-1,2,-0.00012885199652777778,0.033698187934027776,3,-0.1262054443359375,-0.00012885199652777778,0.0,0.0,6.0791015625,93.9208984375,0,71,71,0.0,1.5801092612099106,6079101.5625,0.0,4.400413584335809,Stressed,Moderate Stress
patch_10038,0.023866165515988372,0.15253994207901111,0.00034026500502586034,18,0.35028076171875,0.35896762581758723,0.5187662589137942,0.22738434547601744,0.005815372910610465,0.9259033203125,0.0005510234958484663,0.010026074665875098,0.9835223058200826,0.2724401267465587,0.007379670008718068,1,-1,1,-1,2,-0.0009494357638888889,0.021633572048611112,1,-0.0875701904296875,-0.0009494357638888889,0.0,0.0,0.57373046875,99.42626953125,0,11,11,0.0,1.5559085901030056,573730.46875,0.0,6.555617045304685,Stressed,Moderate Stress
patch_10039,0.04475722202034884,0.18201472539614247,0.001071202938594835,17,0.33544921875,0.5312017396438954,0.5843767043476177,0.3754002770712209,0.0008104900981104651,0.85772705078125,0.0013615479979919964,0.019507658028679965,0.8244107605089879,0.04426871864479237,0.012693303771226884,1,-1,1,-1,2,-0.00011528862847222222,0.0,2,-0.0838470458984375,-0.00011528862847222222,0.0,0.0244140625,6.524658203125,93.450927734375,0,87,87,0.0,1.5569199330623473,6524658.203125,0.0,5.494030792249302,Stressed,Moderate Stress
patch_10040,0.03708240597747093,0.17091547773394553,0.0024420883100366203,24,0.474609375,0.355663210846657,0.5674103656255207,0.17886139625726744,-0.003953090933866279,0.86224365234375,0.0007929471016671606,0.024745001508504262,0.7593508655775125,0.08166586210776346,0.00859179774505486,1,-1,1,-1,2,0.0,0.05120849609375,2,-0.11865234375,0.0,0.0,0.0,0.335693359375,99.664306640625,0,20,20,0.0,1.5424011190187539,335693.359375,0.0,5.850810953152419,Stressed,Moderate Stress
patch_10041,0.10881858648255814,0.34074049756951574,0.006770091055383571,40,0.951171875,0.5110062000363372,0.5983373720865759,0.4302921738735465,0.0025379269622093025,1.43621826171875,0.00323891923387609,0.015509871347908589,0.522989522089722,0.15406771775371425,0.019876999653689185,1,-1,1,-1,2,-0.007161458333333333,0.0775485568576389,7,0.0,-0.007161458333333333,0.0,0.4150390625,52.9296875,46.6552734375,0,98,98,0.0,1.5157418235487579,52929687.5,0.0,2.93477609018252,Stressed,Moderate Stress
