Parcel_ID,Is_Anomaly,Anomaly_Score,Patch_ID,Parcel_Size,Crop_Label,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,NDVI_Peak_Value,NDVI_Peak_Timestep,NDVI_Slope,EVI_Min,EVI_Max,EVI_Mean,EVI_Std,EVI_Peak_Value,EVI_Peak_Timestep,EVI_Slope,NDVI_Range,EVI_Range,NDVI_CV,EVI_CV,NDVI_Derivative_Mean,NDVI_Derivative_Std,NDVI_Derivative_Min,NDVI_Derivative_Max,NDVI_Negative_Slope_Count,NDVI_Sharp_Drop_Count
10005_5449511,True,-0.5805947360061007,10005,182,,-0.5218680588603649,0.4026755883686326,-0.1031710659431986,0.2215099106488021,0.4026755883686326,20,0.0007268860467795,-0.3244814914131504,2.0,0.6708585664764981,0.6595010548195728,2.0,11,-0.0114414341449439,0.9245436472289976,2.32448149141315,-2.14701602715742,0.983070169995325,0.00040413996028587905,0.31230846977160254,-0.6675194624974906,0.9018747135700504,24,16
10030_1157169,True,-0.5765039511561298,10030,1382,,-0.8671085584440767,0.7217721843561792,0.2277280752668962,0.3615149630416994,0.7217721843561792,36,-0.005040473899677,-0.9980813450325065,1.2328091409502842,-0.1697526573497665,0.7639437085762772,1.2328091409502842,31,0.0161508152192521,1.588880742800256,2.2308904859827905,1.587485191464222,-4.50033457800638,0.005119908639782842,0.5130862861685823,-1.0184704193440886,1.0967019527945308,17,15
10033_12870620,True,-0.5709283730730912,10033,5998,,-0.7121179027641658,0.7801507239161276,-0.1687205361699749,0.324071814749007,0.7801507239161276,41,-0.0047562164058754,-0.8616400754538115,1.3060295773844477,0.4236923242649813,0.4613607001975675,1.3060295773844477,41,0.0181418341257371,1.4922686266802934,2.167669652838259,-1.920761048495817,1.0889049975330165,-0.012183867188926117,0.4271040343530288,-1.4574544098675943,0.8058870257052754,20,15
10036_1183700,True,-0.5697327543611787,10036,340,,-0.3542141959509088,0.7176470588235294,-0.0503319138279189,0.2255929845007609,0.7176470588235294,22,0.0010120457417924,-0.860939265086932,1.9972010179417448,0.6661837613281385,0.6820923124510556,1.9972010179417448,22,-0.0028772480615707,1.0718612547744382,2.858140283028677,-4.482107119811059,1.023880109074409,0.016402621668305768,0.23928752785670834,-0.7093174962790125,0.6364234392656298,17,8
10036_1150712,True,-0.5690803032440942,10036,240,,-0.8321462563189741,0.3735657854884737,-0.2245794828124136,0.2567800854933175,0.3735657854884737,8,-0.0057885315495502,-0.2734813236321029,1.993911451395415,0.8393995477965296,0.6263199412897917,1.993911451395415,22,0.0067782952178793,1.2057120418074478,2.267392775027518,-1.1433818161457716,0.746152336479562,-0.004820486458325022,0.3677787594945714,-0.9745633274750921,0.7267304661444901,20,12
10023_1107608,True,-0.5686575916342692,10023,100,,-0.4976856487894615,1.0,0.3890294543913246,0.4446217637627048,1.0,2,-0.0084220197602122,-1.0,1.097955130329253,-0.1953451302120255,0.6614136995656007,1.097955130329253,29,0.0205084839119972,1.4976856487894614,2.097955130329253,1.142899971492802,-3.3858726486113877,-0.011177478390296511,0.5949335363360982,-1.1051632345854845,1.1023195794723524,21,13
10023_11711519,True,-0.5680076219437223,10023,73,,-0.2098682832406771,1.0,0.3460933086127016,0.2961505326401588,1.0,11,-0.0014855378319436,-1.0,1.345893469157078,-0.2512708506942452,0.5285509243384491,1.345893469157078,5,0.0038280627295538,1.209868283240677,2.345893469157078,0.8556956078414456,-2.103510788908481,-0.0023112035440659034,0.4477725680882452,-0.9122543833918756,1.00319191546452,21,16
10049_10574334,True,-0.5669447234789846,10049,604,,-0.7674941328243514,0.3875350732856269,-0.2144912855738948,0.2978567408448982,0.3875350732856269,0,-0.0048231661943902,-0.3055976447621499,2.0,0.7448026965877383,0.6154784258527134,2.0,0,0.011609669894906,1.1550292061099785,2.30559764476215,-1.3886659960781622,0.8263643786587254,-0.008945048225307214,0.4179499113716242,-1.0400133464929675,0.8919065316611423,18,13
10043_14151490,True,-0.5667100260388607,10043,66,,-0.9347476226745282,0.3200510930912298,-0.2647738192864667,0.3191551327319343,0.3200510930912298,24,-0.0032901710030032,-0.2579338801167326,1.7369608377101602,0.7278109809838977,0.4784624881233923,1.7369608377101602,20,0.0044084232635388,1.254798715765758,1.9948947178268928,-1.2053878500748194,0.6573993716096244,0.0004327024006780893,0.4340463245374734,-0.8197067814573371,0.8191740016934735,20,14
10011_5458516,True,-0.5642685560593054,10011,77,,-0.9995323450566456,1.0,-0.1504447633416575,0.6641207030772578,1.0,20,0.0080019407017015,0.1757264415841536,2.0,1.360368361325425,0.5100780118596505,2.0,0,-0.0016429799919869,1.9995323450566456,1.8242735584158465,-4.414382611064215,0.3749558006576371,-0.030638947675923667,0.8331013009683995,-1.732873093508426,1.5123910655442936,21,19
